event_id, px, py, pz, eta, phi, mass, p_T
464, 458.3448750000,  -116.4869172900,  -179.4985546000,  -0.3220546580,  -0.2488777793,  276.5390964810,  472.9156651439
465, 407.0324320000,  -129.6174699800,  151.7485289900,  0.2996360841,  -0.3082918103,  257.8142953393,  427.1722009025
466, 547.7718940000,  -21.0162036600,  360.9572548000,  0.5467565566,  -0.0383478981,  307.2280050480,  548.1749070074
467, 411.3730010000,  -117.1039391700,  87.2779714790,  0.1756091466,  -0.2773302941,  248.0839267664,  427.7161190800
468, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
469, 110.9390930000,  -1.6600444000,  11.3910100000,  0.0810029679,  -0.0149624490,  86.1501315955,  110.9515123965
470, 179.7867670000,  9.3687331900,  2.3271590770,  0.0101444899,  0.0520631576,  142.1692373246,  180.0307050197
471, 238.2681560000,  -86.5577969000,  -20.1503779000,  -0.0650616927,  -0.3484552635,  177.5450330073,  253.5033853183
472, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
473, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
474, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
475, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
476, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
477, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
478, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
479, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
480, 404.5797910000,  -33.4025925500,  -2.1452930000,  -0.0048023573,  -0.0823743736,  186.4234393815,  405.9563282850
481, 461.4029920000,  99.7019094200,  63.2761398900,  0.1081018535,  0.2128122529,  344.1744595253,  472.0521070481
482, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
483, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
484, 467.9554530000,  121.5141880000,  -21.8571865300,  -0.0389835612,  0.2540593206,  283.6397505317,  483.4749258004
485, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
486, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
487, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
488, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
489, 402.3528980000,  -42.5090019800,  34.0723371500,  0.0759575473,  -0.1052605542,  192.7027681235,  404.5922265421
490, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
491, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
492, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
493, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
494, 446.6163240000,  124.7999201900,  -45.8396230230,  -0.0841779835,  0.2724840533,  284.2544737115,  463.7253076366
495, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
496, 155.2345550000,  -12.2955244900,  0.1594224000,  0.0008243356,  -0.0790410899,  114.6851247694,  155.7207339712
497, 139.6037000000,  -18.1170648800,  -9.7747191100,  -0.0546950309,  -0.1290536997,  109.9505591971,  140.7743623447
498, 183.2006280000,  30.5892194400,  43.8369708000,  0.1823029300,  0.1654449163,  150.6240135869,  185.7368311497
499, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
500, 638.7891230000,  229.7309781300,  -346.4602534300,  -0.4214985251,  0.3452324917,  419.7405862709,  678.8430348583
501, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
502, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
503, 115.9522660000,  4.9996231000,  17.0233976000,  0.1134097647,  0.0430912509,  94.6852783651,  116.0600026783
504, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
505, 278.7594000000,  -22.3265267800,  -96.1643041100,  -0.2888165036,  -0.0799218595,  172.1197931516,  279.6520639767
506, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
507, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
508, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
509, 116.7660520000,  6.4446535000,  16.5737170000,  0.1100999725,  0.0551369282,  94.3032446500,  116.9437662229
510, 177.6308110000,  7.0151571900,  1.3197720770,  0.0058388943,  0.0394723945,  139.5979567452,  177.7692815053
511, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
512, 221.3377790000,  83.4237612000,  0.7339715500,  0.0024369106,  0.3604415232,  186.4535163339,  236.5373888953
513, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
514, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
515, 200.8858990000,  -12.9679995300,  -9.4941037700,  -0.0364567075,  -0.0644646089,  165.1239255250,  201.3040323214
516, 471.1642270000,  -8.3526727000,  -164.1685692200,  -0.2956595343,  -0.0177258743,  278.2476829394,  471.2382581516
517, 137.2854450000,  4.8328926000,  -10.6411440500,  -0.0601409740,  0.0351887097,  111.3472934785,  137.3704854025
518, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
519, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
520, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
521, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
522, 287.1360860000,  61.4024230400,  -48.9951349000,  -0.1317601354,  0.2106712857,  226.4030804257,  293.6279779561
523, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
524, 609.3417870000,  274.0633161000,  -97.7905382900,  -0.1313811926,  0.4226621781,  323.1679631937,  668.1377961290
525, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
526, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
527, 481.7997960000,  95.4949606200,  -194.8300195000,  -0.3341336671,  0.1956686686,  293.8849626918,  491.1724044869
528, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
529, 430.6347590000,  65.5551404600,  -181.7325769600,  -0.3226587370,  0.1510692774,  341.6226964633,  435.5958816377
530, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
531, 278.1365490000,  -77.4658355300,  33.1717622300,  0.0894667814,  -0.2716332501,  231.8289283268,  288.7228698319
532, 174.8540150000,  0.8723338000,  -17.4249602200,  -0.0784699601,  0.0049888849,  136.5079596431,  174.8561909910
533, 135.2461450000,  5.2495717000,  -5.6901140500,  -0.0325431789,  0.0387954699,  110.6435783012,  135.3479875742
534, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
535, 241.7842560000,  -62.4549570000,  6.0175104300,  0.0184562748,  -0.2527831226,  209.5965251532,  249.7203397870
536, 353.6211770000,  228.1310132000,  -137.4547274500,  -0.2637308897,  0.5729428170,  297.2192767762,  420.8226419842
537, 223.6972200000,  -18.9877875400,  34.8452274400,  0.1199927802,  -0.0846786652,  183.0965288815,  224.5016309771
538, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
539, 247.1001490000,  -1.8827255300,  -46.0550007700,  -0.1446467697,  -0.0076191338,  199.0229207981,  247.1073214036
540, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
541, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
542, 631.8035400000,  -20.4609323900,  -126.6958014400,  -0.1757249503,  -0.0323736455,  338.9888217978,  632.1347664152
543, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
544, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
545, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
546, 486.1347760000,  -121.0790810600,  -6.5054195000,  -0.0111677133,  -0.2440983207,  297.2012893840,  500.9861917328
547, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
548, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
549, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
550, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
551, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
552, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
553, 474.2467100000,  9.6467914800,  161.0791060400,  0.2839450314,  0.0203384886,  297.1590980214,  474.3448139610
554, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
555, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
556, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
557, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
558, 262.8043270000,  16.1447047900,  -64.4154805400,  -0.1877911661,  0.0613553099,  216.7029770096,  263.2997641144
559, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
560, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
561, 205.1717900000,  -14.4843105400,  15.4008080400,  0.0582814822,  -0.0704790846,  165.6596760821,  205.6824218635
562, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
563, 489.5598890000,  -64.3107675300,  -256.4068237700,  -0.4194893886,  -0.1306165472,  329.6051576762,  493.7658956813
564, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
565, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
566, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
567, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
568, 319.7621460000,  153.7574885000,  -31.6386020500,  -0.0738878098,  0.4482102242,  239.0207293429,  354.8086741955
569, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
570, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
571, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
572, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
573, 465.8247870000,  -155.2330714000,  0.3929306500,  0.0006951408,  -0.3216696810,  280.0378768836,  491.0092042313
574, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
575, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
576, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
577, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
578, 284.6254110000,  55.3113370400,  108.4647401000,  0.2799853231,  0.1919380137,  249.2842327993,  289.9499415280
579, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
580, 175.0207270000,  -5.4850852000,  -9.4824302200,  -0.0421219260,  -0.0313293779,  141.3721837882,  175.1066561821
581, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
582, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
583, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
584, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
585, 440.7594210000,  162.6552414600,  33.1295297400,  0.0581311435,  0.3535300317,  322.0347745037,  469.8144258903
586, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
587, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
588, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
589, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
590, 275.3036470000,  89.7775007900,  12.7200829600,  0.0354843032,  0.3152297120,  211.1758141554,  289.5722667998
591, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
592, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
593, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
594, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
595, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
596, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
597, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
598, 254.7786680000,  88.7597337900,  14.3440870600,  0.0416946702,  0.3352306789,  213.2966705023,  269.7970719084
599, 212.9898450000,  -13.7505450000,  -0.8181962000,  -0.0030243288,  -0.0644701572,  166.2434853521,  213.4332484898
600, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
601, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
602, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
603, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
604, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
605, 133.9557950000,  6.4392637000,  -7.7701397500,  -0.0448911192,  0.0480330900,  109.3339742132,  134.1104736069
606, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
607, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
608, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
609, 206.5069620000,  -15.5518795400,  17.3656220400,  0.0652184348,  -0.0751673373,  167.0675034624,  207.0917340497
610, 206.0161560000,  -26.3894199600,  -21.3313929000,  -0.0794663210,  -0.1274001609,  169.6048347268,  207.6994415468
611, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
612, 441.7549460000,  54.5443367000,  127.0602414800,  0.2300725765,  0.1228501535,  318.6618617971,  445.1095561561
613, 312.4146310000,  107.9381570000,  77.1557163500,  0.1974939337,  0.3326571596,  203.4786536032,  330.5352438083
614, 221.8072190000,  -20.6468922100,  6.9660262600,  0.0236648585,  -0.0928173878,  192.3742643024,  222.7661028039
615, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
616, 167.8265460000,  19.0691752000,  -12.6101804500,  -0.0576829331,  0.1131390799,  138.5959819128,  168.9064326339
617, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
618, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
619, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
620, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
621, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
622, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
623, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
624, 177.9396340000,  10.2873852000,  1.2544225500,  0.0053453370,  0.0577496211,  152.6564053394,  178.2367628810
625, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
626, 298.8820960000,  -65.3361609600,  -53.2988729000,  -0.1437328697,  -0.2152162528,  207.2784467843,  305.9400615126
627, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
628, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
629, 414.2276250000,  21.8742130000,  -26.3482733500,  -0.0543752904,  0.0527582247,  250.0147364235,  414.8047812014
630, 195.8832700000,  16.3463477900,  7.7405034600,  0.0307694708,  0.0832565296,  156.9306245708,  196.5641334322
631, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
632, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
633, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
634, 225.6757060000,  -31.7697869600,  32.8370801000,  0.1124761019,  -0.1398572201,  181.4822079511,  227.9009513848
635, 386.7195990000,  88.6740288700,  -96.3557627700,  -0.1891253437,  0.2254015516,  314.7744049114,  396.7557581772
636, 171.5344490000,  -1.0671402000,  -15.1870782200,  -0.0694677491,  -0.0062210619,  135.2513773199,  171.5377683834
637, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
638, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
639, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
640, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
641, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
642, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
643, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
644, 199.7517100000,  -18.0819732000,  4.9196317800,  0.0191987886,  -0.0902761986,  159.4576716431,  200.5684506664
645, 411.9162320000,  7.8824601000,  10.4490686500,  0.0218549370,  0.0191337402,  242.5198376837,  411.9916447724
646, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
647, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
648, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
649, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
650, 545.4820560000,  18.4605466400,  207.2513140000,  0.3180621390,  0.0338297172,  335.6587339033,  545.7943433201
651, 309.0446790000,  -55.4477103300,  68.5659362300,  0.1731221495,  -0.1775276793,  238.1574106103,  313.9793977303
652, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
653, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
654, 388.4445300000,  -95.8484032100,  -154.5440135400,  -0.3030062422,  -0.2419168177,  303.7156414298,  400.0950753069
655, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
656, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
657, 205.5242800000,  -13.9687685400,  14.9302730400,  0.0564771977,  -0.0678621457,  165.4576434595,  205.9984372854
658, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
659, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
660, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
661, 246.9255170000,  -67.8253073000,  -39.8491800500,  -0.1285899718,  -0.2680679557,  173.0140051430,  256.0712464453
662, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
663, 452.7335570000,  110.3051220000,  31.9765331000,  0.0601475032,  0.2389862129,  255.2656702927,  465.9773530691
664, 165.8444730000,  21.9053782000,  -9.1872934500,  -0.0426208216,  0.1313236837,  135.8427002646,  167.2848911849
665, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
666, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
667, 201.9092690000,  -12.9846755300,  -6.2297057700,  -0.0237624640,  -0.0642210217,  166.6794091541,  202.3263569255
668, 225.5544570000,  -15.0177332000,  -65.7879562200,  -0.2274839839,  -0.0664832813,  176.3728208702,  226.0538550501
669, 355.2615880000,  -73.3292393000,  171.2779929500,  0.3818656399,  -0.2035505317,  245.1340761499,  362.7505661534
670, 329.9140480000,  -25.2529812100,  -38.2629445400,  -0.0966260473,  -0.0763951548,  216.4253870897,  330.8791201145
671, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
672, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
673, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
674, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
675, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
676, 168.8069970000,  1.1909548000,  -13.4411062200,  -0.0626112061,  0.0070550099,  132.3943857995,  168.8111981164
677, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
678, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
679, 192.1432160000,  4.8327130000,  -3.9962675000,  -0.0163043291,  0.0251463175,  152.0809468191,  192.2039816699
680, 165.0375960000,  20.9633262000,  -9.6853704500,  -0.0452150626,  0.1263449159,  134.8198637754,  166.3636653204
681, 205.2278000000,  -13.7767265400,  16.6873110400,  0.0632236915,  -0.0670283866,  165.1173652926,  205.6896888203
682, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
683, 342.9055610000,  52.1668184700,  -73.5251157700,  -0.1728595406,  0.1509741207,  242.5332224927,  346.8509776749
684, 171.5315770000,  2.3612048000,  -13.7869972200,  -0.0633437676,  0.0137645541,  133.7202683983,  171.5478277222
685, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
686, 307.0430100000,  -1.5505662100,  133.5567324600,  0.3284691431,  -0.0050499538,  255.3996875050,  307.0469251522
687, 429.9329760000,  12.3428484000,  193.2140965000,  0.3618761920,  0.0287008901,  296.5714891602,  430.1101135277
688, 631.7596690000,  129.2500484700,  304.9873602500,  0.3919845998,  0.2018025751,  399.3433510416,  644.8456050905
689, 204.0993600000,  -13.0817005400,  15.8516320400,  0.0604086913,  -0.0640072108,  164.1517104293,  204.5181645757
690, 179.6321660000,  -10.2245699600,  -1.1708919000,  -0.0050547506,  -0.0568581321,  145.8946332943,  179.9229193091
691, 199.8336690000,  -13.1178125300,  -8.5386957700,  -0.0329661910,  -0.0655496104,  164.1896377449,  200.2637567599
692, 419.4624370000,  13.0527091600,  -15.3750395000,  -0.0328495013,  0.0311076688,  207.0460815343,  419.6654730501
693, 133.3691850000,  5.5272327000,  -7.7355640500,  -0.0449731813,  0.0414193995,  108.3859990018,  133.4836686973
694, 189.7629500000,  17.5561807900,  4.1206934600,  0.0168620593,  0.0922537674,  152.9577962219,  190.5733367411
695, 190.7087060000,  2.7287330000,  -4.1538515000,  -0.0171256585,  0.0143074056,  149.8270579298,  190.7282268779
